35,0.51,1.05,1.33,-0.31,0.21,-0.53,-1.03,-0.33,0.15,2.52,-0.35
36,-1.15,-1.54,1.07,-0.45,-0.69,-0.07,0.81,0.97,-0.48,-1.53,0.25
37,0.07,0.68,-0.15,-1.31,-1.27,0.37,-0.66,-1.39,0.86,-1.94,-0.65
38,0.57,1.04,0.72,-0.4,0.1,-0.5,-0.04,-1.53,0.07,0.31,-0.42
39,-0.64,1.53,-0.39,1.24,-0.06,-1.52,-0.61,1.6,-0.76,0.21,-1.67
40,1.75,0.73,1.1,-0.76,-1.17,-0.71,-0.0,0.83,0.09,-0.05,-1.15
41,1.0,0.19,-0.25,-0.26,1.05,-0.82,0.58,1.19,-0.63,0.55,0.4
42,-0.32,-0.47,0.94,0.72,-1.03,-1.24,-1.85,-0.67,-2.24,0.47,-1.14
43,1.01,-0.24,-1.11,0.68,-0.07,0.1,-0.88,1.2,-1.31,-1.06,-0.25
44,-0.66,0.66,-0.61,-1.23,1.2,-1.51,-0.73,-1.62,0.96,1.15,-0.72
45,0.4,0.14,0.5,-0.06,0.28,-2.09,0.09,-0.5,-0.99,-0.07,0.02
46,-0.28,-0.82,0.56,1.43,0.19,0.09,0.86,-1.51,0.2,-0.75,-0.87
47,0.13,0.21,-0.9,-1.12,-1.56,-1.65,-0.65,0.84,0.79,1.21,0.45
48,2.53,-0.18,-0.5,-0.6,-0.02,0.03,1.95,-0.75,-0.01,-1.31,0.58
49,0.31,-0.9,-1.47,-0.85,1.0,0.21,0.05,0.01,-0.44,1.66,0.23
50,-1.34,-0.37,0.53,0.02,1.69,-0.16,-0.74,-0.24,0.16,-0.49,-0.71
51,0.31,-0.51,1.31,-1.24,-1.28,-0.35,-1.27,-0.64,-0.43,0.88,0.59
52,-0.09,-1.36,0.99,-0.46,-2.08,-0.32,0.44,-0.51,-0.29,0.37,0.29
53,-0.6,1.51,-0.62,-1.91,-0.21,-0.84,1.5,-0.7,0.73,-0.48,-0.67
54,-0.92,0.04,-0.28,-0.54,-0.52,-0.67,-0.03,0.01,0.84,-0.42,0.11
55,-0.68,-0.35,-0.43,-1.2,1.09,-1.37,1.77,-2.75,-2.0,-1.6,-0.6
56,-0.22,1.9,-0.48,0.46,-0.72,0.25,0.76,-1.52,0.86,-0.06,1.06
57,0.91,0.45,-1.08,1.22,-0.96,0.8,1.17,0.87,0.31,0.91,2.53
58,-0.14,-0.42,2.2,2.07,1.65,0.27,1.67,-0.71,0.62,-0.44,1.59
59,-1.09,-1.04,0.71,0.97,-1.29,2.04,0.4,0.21,-0.12,2.29,0.23
60,0.27,0.19,0.97,1.3,-0.98,2.58,-0.62,1.3,0.13,1.2,0.58
61,-0.83,-0.68,0.51,-0.18,-0.96,0.46,0.89,0.88,-1.96,-0.59,-0.58
62,-0.27,-0.46,-0.61,-0.12,0.06,0.46,-2.42,-0.74,0.56,0.03,1.62
63,-0.02,-0.95,-1.66,0.51,0.19,0.29,-0.99,-0.85,-0.06,1.73,1.9
64,0.45,0.34,0.55,-0.29,-0.89,-0.71,1.01,0.74,0.39,-0.28,0.98
65,0.7,-0.09,-0.71,-0.32,0.24,0.59,0.66,0.12,-0.08,0.11,-0.28
66,0.12,-1.11,-0.08,1.02,-1.32,-0.47,0.49,0.26,1.8,0.68,-1.26
67,0.97,-0.55,0.43,-0.65,0.76,1.19,-0.91,1.19,1.94,0.16,1.11
68,1.93,-0.69,0.37,0.93,-0.44,-2.23,0.45,-0.12,-0.04,0.53,0.71
69,-0.95,-0.57,-1.15,0.28,0.8,-0.83,0.04,0.11,-0.97,0.57,0.82
70,0.19,-0.15,1.91,-0.79,2.02,1.73,0.47,2.29,0.15,-0.32,-0.07
71,0.14,-1.35,-0.62,0.2,-1.93,-0.75,0.22,0.89,2.83,0.13,-2.78
72,-0.35,1.47,-0.76,-0.51,0.33,1.31,-0.43,-0.45,-1.53,-0.71,0.33
73,-1.44,0.06,-0.57,-0.36,1.04,-0.9,1.34,-0.12,-0.26,-0.79,-2.19
74,-1.04,0.03,-0.72,-0.88,1.74,-1.1,0.63,-0.16,-0.12,0.33,-0.64
75,0.39,0.28,0.05,-2.04,0.18,1.03,1.27,-1.21,-0.6,-0.61,-0.08
76,1.27,0.56,1.28,-1.47,-0.69,1.12,1.04,-0.22,0.31,1.64,3.69
77,-0.4,-0.49,0.89,0.12,0.78,-0.52,0.42,2.38,0.87,-0.52,0.65
78,-0.01,-0.21,1.95,0.21,2.44,-0.37,-0.71,0.13,0.71,-0.17,1.14
79,0.47,1.26,1.46,0.63,1.06,-0.62,0.42,-0.81,-0.15,0.76,-0.87
80,-1.95,1.05,-0.12,-0.05,-1.36,0.94,0.19,0.36,-1.07,0.09,-0.33
81,0.22,0.54,-0.2,-1.59,1.01,-0.78,-0.66,0.08,-0.27,1.1,-0.21
82,0.62,-0.11,-0.08,-0.12,-0.8,0.98,-0.97,-1.24,1.09,-0.0,-0.14
83,0.23,0.08,0.38,0.09,-1.33,-0.7,-0.96,0.78,0.8,0.79,-0.61
84,-1.12,-1.46,0.59,0.99,-0.11,1.21,0.83,-0.03,2.03,-0.6,0.66
85,-1.83,0.65,-0.26,-0.81,0.95,-0.03,2.08,-0.98,-0.31,-0.35,1.82
86,1.08,1.05,1.33,-0.82,0.29,1.69,-0.68,-1.77,-0.4,0.98,-0.8
87,-0.06,-0.55,-0.1,-1.6,1.73,0.47,0.5,1.12,0.8,-0.39,-0.45
88,-0.41,1.12,0.61,0.84,-0.25,-2.06,-0.17,1.75,-0.76,1.12,1.43
89,0.84,-0.55,-0.8,0.3,1.65,0.26,0.48,0.15,0.25,-1.4,0.73
90,-0.85,-0.13,0.53,1.62,-0.76,0.54,-0.45,-0.31,0.54,-1.91,-0.88
91,-2.28,-0.86,0.28,-1.4,0.72,1.0,-0.4,-0.62,0.62,0.15,1.06
92,1.26,1.46,0.56,-0.43,-0.4,-0.62,-0.81,0.94,-0.56,0.11,-1.18
93,-0.4,-1.47,-0.14,-0.44,-0.29,0.46,0.04,-0.77,-1.42,0.14,1.11
94,0.91,0.74,0.62,-0.63,0.36,-0.45,-0.13,0.12,-2.31,-0.1,0.64
95,1.74,2.46,-1.59,0.82,1.27,2.64,-1.12,0.57,-0.99,-0.88,-0.36
96,-1.73,0.37,2.11,0.08,0.02,-0.36,-1.16,1.26,-0.62,-2.53,-1.09
97,-0.05,-1.22,-0.43,-0.67,-1.29,-0.07,-0.93,-0.6,-2.01,-0.78,-0.84
98,1.52,-1.77,0.56,0.48,-0.54,-1.92,-0.18,-0.14,0.51,-0.43,-1.69
99,0.87,1.03,0.6,0.45,-0.26,0.01,-1.28,-2.65,-0.34,0.32,1.24
100,-0.21,-0.17,1.12,1.4,-0.09,1.06,1.42,0.2,0.43,1.9,-1.67
101,-0.26,0.98,-0.48,-2.37,0.72,1.63,0.18,-0.79,-0.45,0.44,-0.46
102,-0.25,-0.1,0.59,0.89,0.53,-1.9,0.12,0.06,1.15,1.38,1.72
103,-1.4,1.46,1.21,-1.44,-0.15,-1.19,0.01,0.52,-0.33,0.7,1.34
104,-0.15,-1.85,2.07,-1.04,1.56,-0.61,-0.04,0.4,-0.1,0.35,-0.93
105,0.93,-0.58,1.02,0.61,-1.81,-1.75,-0.87,0.16,0.68,0.22,-1.28
106,0.33,0.85,1.09,0.31,0.35,-0.43,-0.82,0.16,0.24,0.88,0.74
107,0.87,1.4,0.34,2.49,0.95,-0.43,-1.79,1.39,1.37,-0.21,-0.01
108,1.1,-1.12,-1.3,-0.23,0.8,0.12,-0.41,0.28,-1.54,0.02,-1.69
109,-0.06,-2.14,-0.41,-0.7,0.07,-0.27,0.68,-1.78,-0.76,0.4,-0.38
110,0.7,2.61,-1.48,-0.63,-0.33,-0.77,0.45,-1.08,-0.91,-0.94,-0.49
111,-0.38,0.56,-0.26,0.37,-0.7,-0.45,-0.91,-0.51,1.14,0.25,-1.44
112,1.62,0.16,0.25,1.82,-1.71,-2.42,-0.28,-0.18,-1.53,0.28,-0.01
113,-1.08,-0.53,1.84,-0.83,-0.72,1.06,2.04,-3.45,-0.19,-0.62,0.51
114,2.54,-1.82,0.7,0.38,0.37,0.49,0.6,1.41,0.98,0.01,1.08
115,1.5,-1.14,-1.22,0.42,-0.13,0.27,-0.19,1.66,-0.81,1.05,-1.02
116,-1.73,-0.82,1.29,1.12,0.19,0.29,0.46,-1.97,-1.47,-0.1,-1.31
117,1.09,-0.61,-0.34,-0.2,0.22,1.66,0.02,0.26,0.2,-0.08,1.8
118,0.02,-0.38,-0.02,-1.45,0.2,1.14,-0.95,1.08,-0.46,1.76,-0.55
119,-1.09,0.89,0.08,-0.75,-0.47,-1.07,0.41,-0.99,-1.14,-0.03,-1.11
120,0.89,0.99,-1.01,1.13,-0.78,-1.47,1.85,-0.42,1.12,0.01,-0.51
121,0.29,-0.35,2.35,0.42,-0.29,0.63,0.08,1.61,1.29,0.67,-0.61
122,0.62,1.17,-0.75,1.43,-1.38,-0.42,-1.23,-0.26,0.01,0.37,-0.91
123,0.06,-0.02,-0.46,-0.54,1.08,-1.03,-0.07,-0.54,-1.61,0.63,-0.8
124,-0.58,0.05,-0.37,0.17,-0.78,-0.37,-0.37,0.08,-0.69,-0.27,-0.56
125,1.85,0.01,-0.26,0.43,0.17,0.07,-0.44,-0.25,-1.1,1.28,1.21
126,-0.47,-0.41,0.75,-0.69,-1.46,0.48,0.94,-0.17,-0.55,-0.73,0.91
127,-0.85,0.67,0.82,1.3,-0.24,1.4,-1.18,-0.63,-0.82,0.41,0.62
128,1.68,-0.87,-2.34,0.07,0.15,-0.13,0.8,-1.03,0.46,0.41,0.81
129,-0.36,-0.37,-1.89,-0.0,-0.19,0.13,1.11,-1.52,0.67,0.41,-0.39
130,-0.12,0.65,-0.71,-0.49,-1.97,-0.46,0.91,1.74,-0.66,-0.77,0.09
131,0.21,0.31,-0.72,-0.14,0.2,-0.7,-2.23,-0.25,-0.78,0.5,-1.42
132,0.6,0.08,0.73,-0.19,-1.9,-0.65,-0.07,-1.58,1.9,-0.67,0.42
133,0.03,-0.97,-1.1,0.83,-0.71,-0.19,0.62,-0.52,0.8,-1.16,0.94
134,0.28,0.77,0.11,-0.05,0.77,1.79,0.32,1.11,-1.15,0.45,0.21
135,-0.84,-1.46,0.54,1.4,0.59,-1.38,0.15,-0.35,-0.05,0.36,-0.41
136,2.57,-0.59,0.5,0.08,0.8,-0.47,1.6,0.25,0.37,-0.31,1.39
137,-0.27,2.86,0.5,0.24,1.02,0.58,-0.39,0.54,0.07,-0.25,0.69
138,-1.43,0.12,1.58,1.43,-0.68,-0.36,1.32,-0.08,0.85,0.1,-0.79
139,0.27,0.35,-1.27,0.51,1.49,-0.74,0.02,-0.71,-0.49,1.37,-0.75
140,0.52,0.15,-0.4,0.09,0.03,-2.09,-0.96,-0.57,-0.36,2.73,0.67
141,-0.41,-1.43,1.19,-0.44,0.37,-0.94,-1.54,0.91,-0.55,-1.64,0.44
142,-0.46,0.35,-0.18,-0.83,-0.69,-0.25,-1.4,-1.12,0.4,-1.0,0.04
143,-0.7,-1.51,0.13,0.62,-0.91,-1.09,1.0,-0.27,-1.12,0.34,-0.08
144,1.19,1.87,-0.42,0.09,0.74,0.76,1.25,0.54,-1.95,-1.82,-0.54
145,-0.02,-0.71,0.3,-0.4,-0.8,-0.49,0.92,1.61,0.57,0.85,1.11
146,-1.32,-0.67,-0.43,1.38,1.31,0.36,0.14,-0.06,0.59,0.56,-0.69
147,-0.74,0.29,-1.18,-0.04,0.03,0.12,-0.23,0.47,1.1,-0.5,1.71
148,0.36,-0.59,-0.59,-0.14,1.72,2.09,1.14,-0.65,0.09,-0.21,-0.85
149,0.44,0.09,0.63,0.28,-0.38,-0.28,2.65,1.5,0.03,1.19,0.06
150,0.67,-0.0,0.17,-0.38,-1.3,-1.65,-2.09,-2.0,-1.11,-0.41,-0.18
151,1.67,-0.28,-1.14,0.79,-1.92,-1.43,1.05,-1.29,-0.25,0.22,1.08
152,0.82,0.2,-0.29,0.12,0.28,1.64,1.16,-2.5,-0.43,-0.04,0.51
153,0.07,-1.67,-0.58,0.07,0.45,-0.2,-0.49,0.01,1.18,-0.17,-0.14
154,-0.8,-0.2,0.33,-2.17,0.42,1.88,-1.48,-0.21,0.95,0.51,2.86
155,-2.54,-0.39,-0.67,0.57,-1.83,-0.9,0.0,-0.05,1.07,-0.92,-1.5
156,-0.69,1.08,-1.43,-0.29,-0.3,-0.5,-1.4,-1.0,1.11,-0.55,-0.16
157,0.68,0.72,-1.17,-0.73,-0.21,-1.58,-0.03,1.26,1.76,1.08,2.84
158,0.31,-1.39,-0.61,0.77,-0.65,-1.92,-0.38,0.15,0.56,1.21,-0.87
159,-1.31,-1.0,0.27,-0.06,-0.31,0.25,-0.65,0.64,0.04,0.32,0.38
160,-1.37,-1.74,-1.18,-1.36,-0.79,0.22,0.19,-0.57,-0.3,1.12,-1.08
161,1.28,-1.49,-0.1,0.5,1.77,-1.29,-0.6,-1.75,-0.18,0.68,0.61
162,0.35,0.8,-0.4,0.6,-0.67,-0.3,-0.45,-0.07,0.56,0.62,-0.4
163,1.58,-1.04,-0.42,0.47,-0.73,1.33,0.12,-1.34,-0.09,1.74,0.84
164,-0.76,0.09,0.91,1.94,1.12,0.0,-0.26,0.05,-2.51,-2.5,0.8
165,1.09,0.77,1.52,-0.37,-0.95,-0.32,-0.87,0.61,-0.23,0.83,-1.48
166,0.95,-1.28,0.41,0.82,0.74,0.64,1.79,0.21,-0.6,-0.22,0.71
167,0.24,0.48,-0.81,-0.7,-0.3,-1.07,1.37,-0.62,-0.85,-0.59,0.11
168,0.4,1.83,0.36,-0.58,0.46,-1.23,0.75,0.27,0.65,-0.05,-0.34
169,0.47,1.37,0.46,0.84,-0.2,0.64,0.31,-0.03,0.75,-0.09,-0.94
170,0.07,-1.77,-0.71,-1.36,0.55,-0.34,0.12,1.26,0.81,0.7,-1.0
171,-1.87,2.1,1.21,0.11,1.95,-0.86,1.16,1.64,0.83,0.82,0.35
172,-0.02,0.22,2.46,0.11,0.23,0.72,-1.17,0.17,2.32,-1.38,-0.29
173,0.97,2.73,0.2,0.79,-2.15,0.56,0.18,-1.82,1.55,1.34,-1.23
174,0.86,-0.62,-0.04,-0.07,-1.3,0.81,-1.41,0.54,-1.22,-0.61,-0.31
175,-0.38,1.75,1.31,1.24,0.63,0.27,-0.48,1.2,-0.19,-0.04,0.24
176,0.29,1.04,0.22,1.8,0.57,1.78,-0.64,1.47,0.01,0.97,1.24
177,-0.87,1.32,-0.0,1.51,-0.21,0.71,0.63,-0.92,-0.83,1.05,1.64
178,3.22,0.95,0.17,2.25,-1.21,-0.57,0.07,1.14,0.14,-0.76,-0.23
179,-0.8,0.07,-0.66,1.44,-1.32,-0.49,1.85,1.21,0.93,0.35,-0.03
180,-1.3,-0.02,1.09,1.65,-0.63,-0.99,1.04,0.41,-1.18,3.02,-0.43
181,-0.65,-0.42,1.34,0.0,1.18,-0.42,0.16,-0.26,0.38,1.13,2.95
182,0.34,-1.17,0.01,-1.04,1.43,-0.41,-0.07,-1.14,0.89,0.18,0.45
183,0.97,-0.09,1.63,-0.98,-0.75,0.16,0.01,-0.05,0.21,-0.06,0.17
184,0.25,0.38,0.27,0.32,-0.53,-0.05,-0.06,-0.95,-0.48,-1.05,0.09
185,0.43,1.07,-0.82,1.38,1.22,-0.73,0.93,-0.09,-0.55,0.31,1.1
186,-0.35,1.42,-0.46,1.37,0.09,-0.53,2.0,-0.81,0.73,-0.22,0.88
187,-0.76,0.57,-1.02,0.98,1.16,-0.71,-0.72,2.11,-0.14,1.22,1.16
188,0.55,-0.18,1.22,-2.74,1.03,1.17,-1.23,-0.53,0.13,-1.28,-1.91
189,-1.41,0.43,-0.29,0.0,1.21,0.14,-0.47,1.3,-1.15,-1.16,1.3
190,-0.12,0.12,-0.9,0.31,1.23,0.41,0.8,0.05,0.47,-0.58,-0.08
191,0.06,-1.49,-1.18,0.11,-0.75,-1.31,0.04,0.02,-0.07,1.31,-1.08
192,-0.88,-0.06,0.07,-0.73,-0.77,-1.85,-2.86,0.51,-0.82,-0.03,-1.14
193,0.42,0.75,0.26,0.05,-0.69,-0.98,0.23,1.45,0.02,0.41,-2.54
194,-0.03,2.28,-0.11,-0.39,0.68,0.04,0.84,-0.28,-0.29,-0.54,-0.41
195,-0.8,-1.59,1.28,-0.37,-1.05,2.87,0.09,-0.32,-0.12,0.16,0.93
196,-0.17,-0.47,-1.18,0.22,0.28,-2.12,1.07,-0.18,-0.36,-1.21,-0.0
197,-1.64,0.49,0.16,-1.42,-0.81,-1.28,1.27,0.31,0.3,0.28,2.26
198,-0.61,-0.08,0.69,-0.3,-1.05,-1.09,-0.21,1.3,-1.02,-0.74,-0.13
199,0.54,-1.17,-0.38,0.04,-0.55,-0.12,-1.76,0.23,0.36,-0.05,0.4
200,2.31,0.49,0.14,-0.42,-0.8,-0.73,0.03,1.4,-0.1,-0.33,-0.69
201,0.63,-0.79,-0.53,1.48,0.85,-0.92,1.68,1.09,-0.6,-0.03,0.7
202,-0.67,1.0,-1.32,-0.79,-0.67,0.29,-0.1,-0.62,0.84,0.04,-0.42
203,0.39,-0.96,0.81,1.61,0.44,1.15,-1.06,-0.19,-1.31,-1.39,1.23
204,-0.2,-0.16,1.04,-0.06,1.19,-0.06,-0.21,0.97,-0.76,0.36,-0.08
205,-0.09,1.47,1.46,1.56,-1.49,0.01,-1.26,-1.41,0.44,-0.84,1.34
206,-0.44,0.04,1.71,-0.34,-1.01,0.88,0.44,-0.93,-0.04,-0.54,-0.21
207,0.14,0.59,-0.03,-0.34,-0.39,1.45,0.29,-0.45,0.25,0.23,-0.69
208,0.86,0.1,-0.96,0.33,-0.63,-0.7,0.99,0.23,-0.21,-0.72,0.25
209,-1.28,-0.91,2.09,0.55,-0.42,1.74,0.27,0.9,0.02,-0.76,0.69
210,0.87,-0.7,-0.1,-0.38,1.39,1.32,-0.73,0.8,-0.36,0.98,0.45
211,-0.74,-0.13,-0.02,-0.54,0.62,0.28,1.53,0.49,0.8,-1.48,0.83
212,-0.1,-0.62,-0.56,-1.52,-0.93,0.06,0.26,-0.19,1.91,1.12,0.27
213,-0.14,0.67,-1.19,1.0,-0.23,0.14,-0.32,-2.15,-0.2,0.6,0.27
214,0.07,-0.13,1.19,-0.59,1.48,-0.05,-0.32,0.28,-0.02,0.19,1.38
215,-1.21,1.18,-0.96,-0.63,-1.0,-0.27,-0.06,0.07,0.11,-0.06,1.59
216,1.07,0.52,-1.47,-0.06,-1.01,-1.04,-0.76,0.14,0.27,2.17,-0.28
217,1.23,-0.93,0.17,-0.51,1.19,0.44,1.4,1.13,-0.01,-0.86,2.17
218,0.36,-1.15,0.39,1.07,-0.33,-0.65,1.81,2.38,-1.37,0.94,0.92
219,1.64,-0.56,-0.04,-0.42,0.68,2.07,-0.6,-0.43,0.87,0.09,1.01
220,0.67,-0.15,-0.05,-1.05,-0.39,0.2,-0.45,-1.97,-0.84,0.4,0.51
221,0.75,-1.8,-0.49,-0.43,-1.65,0.69,0.26,1.06,0.77,-0.41,-0.7
222,1.2,-0.34,0.47,0.79,-0.32,1.2,-1.93,-1.38,-0.36,2.26,1.18
223,0.18,-1.0,-0.86,0.83,-0.02,-0.15,-0.72,0.99,0.59,-1.45,-1.06
224,0.04,0.29,1.46,0.09,-0.13,-0.37,-1.56,-2.53,-0.49,-0.58,-0.61
225,0.89,-0.88,-0.95,0.98,0.1,1.86,-1.13,-2.55,-0.48,0.08,0.21
226,-0.85,-0.84,-0.45,-0.53,0.45,-1.02,0.28,-0.67,-0.02,1.94,-0.27
227,0.18,-0.29,-0.09,0.01,-0.63,-1.67,-1.8,-0.77,-0.38,-1.09,-1.09
228,-0.91,-0.16,1.0,0.68,-0.96,-0.34,-1.12,-0.11,-0.15,-1.97,-0.41
229,0.05,1.09,1.68,1.4,-1.67,1.62,-0.84,1.58,0.02,0.97,-0.84
230,1.95,0.93,0.75,-1.53,-1.17,-0.37,-0.47,0.76,0.99,0.66,0.26
231,1.85,0.29,0.23,-0.04,1.59,1.07,-0.22,0.76,0.15,2.69,0.29
232,-0.6,-1.38,-0.91,-0.42,0.51,1.26,-0.19,0.2,1.14,2.19,0.24
233,-1.95,-1.52,0.11,0.81,-0.38,1.04,1.68,-0.53,-1.27,-0.63,-0.78
234,0.52,-1.09,-1.17,-0.23,1.08,-1.11,1.5,-0.51,-2.4,-0.2,0.03
235,-1.39,0.38,-0.99,-1.19,0.12,-1.71,-0.47,-1.26,0.81,0.01,0.97
236,0.01,0.67,0.33,-0.58,-0.07,0.38,-1.46,-0.02,-0.67,-1.47,-0.42
237,-0.09,-0.17,0.79,-0.7,0.15,0.42,-1.12,2.37,-1.35,1.13,-0.7
238,-2.28,-0.33,-0.62,1.33,0.74,0.31,-1.48,-0.12,0.28,-1.7,1.62
239,-0.1,-1.31,0.85,-0.44,2.23,0.84,-0.31,-0.76,-1.99,0.07,0.2
240,0.54,0.08,0.07,-0.6,-0.35,0.23,-1.07,2.27,-0.11,-0.09,1.05
241,2.45,1.42,-0.81,-0.07,0.36,0.97,0.19,-0.23,0.8,0.39,-0.19
242,-0.76,0.15,0.01,-0.86,0.18,-1.29,-0.68,-1.34,-0.54,1.08,-0.14
243,-1.76,-0.6,0.3,-0.74,-0.33,-1.58,-0.42,0.31,-0.84,-0.23,1.42
244,0.02,-0.66,-1.82,0.79,0.33,0.06,-0.82,-1.47,2.21,1.14,0.19
245,1.64,-1.62,0.37,0.83,-0.09,0.31,-0.18,-1.39,0.81,-0.05,-0.67
246,1.81,1.9,-0.67,0.53,1.7,0.48,-1.19,-0.66,0.63,1.59,0.0
247,0.06,0.12,0.28,0.35,0.14,-0.76,0.73,-0.87,-0.67,0.03,0.81
248,-0.02,-1.18,0.25,-1.16,-0.29,0.74,-0.2,-1.24,-0.89,0.87,-1.13
249,-0.38,-0.67,0.08,-0.36,0.57,-0.1,-0.52,1.21,-1.52,0.99,-0.35
250,-1.25,2.57,0.15,0.61,-0.19,1.89,-0.91,0.31,1.19,-0.28,1.43
251,0.23,-0.2,-0.51,2.38,0.23,-0.91,0.43,-0.89,0.11,0.39,-1.66
252,-0.62,-0.14,-0.64,0.38,2.11,-1.69,0.02,0.16,-2.1,0.38,-0.21
253,-2.16,0.71,0.54,2.15,0.64,-0.33,0.25,1.73,0.65,-0.9,0.08
254,1.74,0.38,0.44,-0.25,0.2,-1.66,0.23,-0.87,-2.51,1.78,0.28
255,-0.38,1.06,-0.1,0.4,0.18,1.2,-1.15,0.41,-0.26,3.12,0.94
256,-1.03,0.81,-0.75,0.15,0.65,0.41,0.34,0.24,-3.18,-0.99,-0.22
257,0.51,-1.39,0.56,0.72,0.38,0.88,-0.74,-0.83,0.02,1.43,2.47
258,0.74,0.04,-0.73,-0.77,-0.42,1.32,-0.2,-0.31,-0.79,1.19,1.08
259,0.21,-1.4,0.87,-0.76,0.55,-0.24,-1.74,0.29,0.9,2.52,1.34
260,-2.04,-0.9,-0.05,-0.94,0.48,0.25,0.74,1.4,0.34,-0.25,2.59
261,-0.03,1.33,-0.42,0.74,-2.75,0.4,0.41,-0.12,-1.42,-1.28,-0.51
262,-0.97,-0.74,-0.33,-0.38,-0.47,0.93,-0.23,-0.35,0.45,-1.04,-1.94
263,-1.15,-0.65,0.0,-0.66,-0.2,-1.07,-0.47,-0.96,-1.84,0.31,-0.07
264,0.59,0.01,0.69,-0.76,-0.46,-1.22,-0.73,0.01,0.94,0.66,0.0
265,-0.65,0.19,0.22,-0.21,-0.1,0.38,0.0,-1.96,0.62,-1.41,0.57
266,-0.45,0.5,-0.53,1.07,0.25,0.03,-1.55,-0.72,1.25,1.01,-0.41
267,0.85,0.3,-0.17,-1.41,2.79,0.69,0.53,-0.25,-0.5,-1.46,-0.39
268,0.12,-0.54,0.62,-1.43,1.48,-1.25,-0.81,0.47,0.09,-0.76,0.61
269,0.06,0.19,-1.7,-1.22,-1.3,-0.95,1.2,-0.49,-2.44,0.32,0.41
270,-0.03,1.85,-0.94,-0.95,0.52,-0.53,0.42,0.37,-1.27,0.86,0.02
271,-0.44,0.04,0.47,-0.87,0.22,-0.0,0.11,-0.42,0.1,1.28,0.89
